sku,title
SBS20CB,Spectrum SBS20CB 40V 2.0Ah Lithium-Ion Battery Pack
SBS220CHM,Spectrum SBS220CHM 22cm Cordless Handy Mower — Bare Tool (Battery & Charger Sold Separately)
SBS560CHT,"Spectrum SBS560CHT 40V Cordless Hedge Trimmer, 45cm Blade — Bare Tool (Battery & Charger Sold Separately)"
TG46SE-AMZ,Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon)
SBS460CLM-BUNDLE,"Spectrum 5-Piece Cordless Garden Tool Kit — Self-Propelled Mower, Hedge Trimmer, Pole Trimmer, Handy Mower & Blower Vac"
SBS480CBV-KIT,Spectrum SBS480CBV 40V Cordless Leaf Blower Vacuum — Complete Kit (4.0Ah Battery + Fast Charger)
SBS240CPHT-KIT,Spectrum SBS240CPHT 40V Cordless Pole Hedge Trimmer — Complete Kit (4.0Ah Battery + Fast Charger)
SBS220CHM-KIT,Spectrum SBS220CHM 22cm Cordless Handy Mower — Complete Kit (2.0Ah Battery + Charger)
SBS560CHT-KIT,Spectrum SBS560CHT 40V Cordless Hedge Trimmer — Complete Kit (2.0Ah Battery + Charger)
SBS460CLM-KIT,Spectrum SBS460CLM 46cm Self-Propelled Cordless Lawn Mower — Complete Kit (2× 4.0Ah Battery + Charger)
LPW2200,"Spectrum LPW2200 Electric Pressure Washer — 2200W, 170 Bar, Cleaning Kit Included"
LPW1600,"Spectrum LPW1600 Electric Pressure Washer — 1600W, 130 Bar"
a2488cdc-c2d3-4860-b7bf-9ceba5e90fe3,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor with Free Trailer
2T2010483/M25,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor
