numasuite_sku,current_shopify_sku,proposed_sku,match_method,confidence,numasuite_title,shopify_title,numasuite_ean,shopify_barcode,needs_review,review_reason
QG20SP,QG20SP,QG20SP,sku-verbatim,100.0,SPECTRUM QG20SP SELF PROPELLED LAWNMOWER,Spectrum QG20SP  Petrol Self Propelled Lawnmower – WITH FREE BLADE WORTH £39.95!,,,no-op,already aligned
QG20P,QG20P,QG20P,sku-verbatim,100.0,SPECTRUM QG20P HAND PROPELLED LAWNMOWER,Spectrum 'Qingain' QG20P Push Petrol Lawnmower – WITH FREE BLADE WORTH £39.95!,,,no-op,already aligned
TY7000SW,TY7000SW,TY7000SW,sku-verbatim,100.0,SPECTRUM TY7000SW PETROL SWEEPER,"Spectrum TY7000SW Self-Propelled Powered broom, Leaf Sweeper, Debris and Snow Sweeper",,5065022450535,no-op,already aligned
TY8VWEDGE,TY8VWEDGE,TY8VWEDGE,sku-verbatim,100.0,SPECTRUM TY8V 4 WAY LOG SPLITTER WEDGE,Spectrum TY8V 4 Way Log Splitter Wedge,,,no-op,already aligned
TY31506,TY31506,TY31506,sku-verbatim,100.0,SPECTRUM TY31506 SWEEPER COLLECTION BOX,Spectrum TY31506 Collection Box,,5065022450542,no-op,already aligned
WH20XT,WH20XT,WH20XT,sku-verbatim,100.0,"HONDA WH20XT 2"" WATER PUMP",HONDA WH20 Self Priming Water Pump,,,no-op,already aligned
GC-SC4240P-RTN,GC-SC4240P-RTN,GC-SC4240P-RTN,sku-verbatim,100.0,EINHELL GC-SC4240P PETROL SCARIFIER - REFURBSIHED MODEL,Einhell GC-SC 4240-P Petrol Lawn Scarifier - Refurbished,,4006825638073,no-op,already aligned
THSS100,THSS100,THSS100,sku-verbatim,100.0,THE HANDY THSS100 SALT SPREADER 45KG (100LB),The Handy 45kg (100lb) Salt Spreader,,,no-op,already aligned
TG46SE-AMZ,TG46SE-AMZ,TG46SE-AMZ,sku-verbatim,100.0,SPECTRUM TG46SE KEY START LAWNMOWER - AMAZON FULFILLED,Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,no-op,already aligned
KT400-3 PRO,KT400-3 PRO,KT400-3 PRO,sku-verbatim,100.0,SPECTRUM KT400-3 PRO SCARIFIER,Spectrum KT400-3 Pro 3-in-1 Petrol Lawn Scarifier/Aerator/Sweeper-Groomer,,5065022450573,no-op,already aligned
DCT38H,DCT38H,DCT38H,sku-verbatim,100.0,"SPECTRUM DCT38H LAWN TRACTOR 38"" / 96CM","Spectrum DCT38H 38"" Lawn Tractor with Hydrostatic Drive",,5065022450528,no-op,already aligned
DCT38M-RDM,DCT38M-RDM,DCT38M-RDM,sku-verbatim,100.0,SPECTRUM DCT38M-RDM 2-IN-1 LAWN TRACTOR WITH GEAR DRIVE,"Spectrum DCT38M-RDM  38"" Lawn Tractor with Manual Drive",,5065022450603,no-op,already aligned
DCT38M-SDM,DCT38M-SDM,DCT38M-SDM,sku-verbatim,100.0,SPECTRUM DCT38M-SDM 2-IN-1 SIDE DISCHARGE GARDEN TRACTOR WITH GEAR DRIVE,"Spectrum DCT38M-SDM  38"" Side Discharge and Mulch Lawn Tractor with Manual Drive",,5065022450610,no-op,already aligned
827M-RET,827M-RET,827M-RET,sku-verbatim,100.0,MOUNTFIELD 827M - EX DEMO,Mountfield MTF 66 MQ Compact Rear-Collect Ride-On Mower with Manual Drive (Ex-Display),,8008984847804,no-op,already aligned
SBS220CHM,SBS220CHM,SBS220CHM,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS220CHM CORDLESS HANDY MOWER,Spectrum SBS220CHM 22cm Cordless Handy Mower — Bare Tool (Battery & Charger Sold Separately),,5065022450627,no-op,already aligned
SBS460CLM,SBS460CLM,SBS460CLM,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS460CLM CORDLESS LAWN MOWER,Spectrum SBS460CLM 46cm Self-Propelled Cordless Lawn Mower — Bare Tool (Batteries & Charger Sold Separately),,5065022450634,no-op,already aligned
SBS480CBV,SBS480CBV,SBS480CBV,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS480CBV CORDLESS BLOWER VAC,Spectrum SBS480CBV 40V Cordless Leaf Blower Vacuum — Bare Tool (Battery & Charger Sold Separately),,5065022450641,no-op,already aligned
SBS560CHT,SBS560CHT,SBS560CHT,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS560CHT CORDLESS HEDGE TRIMMER,"Spectrum SBS560CHT 40V Cordless Hedge Trimmer, 45cm Blade — Bare Tool (Battery & Charger Sold Separately)",,5065022450658,no-op,already aligned
SBS240CPHT,SBS240CPHT,SBS240CPHT,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS240CPHT CORDLESS POLE HEDGE TRIMMER,"Spectrum SBS240CPHT 40V Cordless Pole Hedge Trimmer, 46cm Blade — Bare Tool (Battery & Charger Sold Separately)",,5065022450665,no-op,already aligned
SBS20CB,SBS20CB,SBS20CB,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS20CB 2.0AH BATTERY,Spectrum SBS20CB 40V 2.0Ah Lithium-Ion Battery Pack,,5065022450672,no-op,already aligned
SBS40CB,SBS40CB,SBS40CB,sku-verbatim,100.0,SPECTRUM BY SWIFT SBS40CB 4.0AH BATTERY,Spectrum SBS40CB 40V 4.0Ah Lithium-Ion Battery Pack,,5065022450689,no-op,already aligned
SBSCBC,SBSCBC,SBSCBC,sku-verbatim,100.0,SPECTRUM BY SWIFT SBSCBC STANDARD CHARGER,Spectrum SBSCBC 40V Standard Battery Charger (0.5A),,5065022450719,no-op,already aligned
SBSCSC,SBSCSC,SBSCSC,sku-verbatim,100.0,SPECTRUM BY SWIFT SBSCSC FAST CHARGER,Spectrum SBSCSC 40V Fast Battery Charger (2A),,5065022450696,no-op,already aligned
SBSCDC,SBSCDC,SBSCDC,sku-verbatim,100.0,SPECTRUM BY SWIFT SBSCDC FAST DUAL CHARGER,Spectrum SBSCDC 40V Dual Battery Charger (2A Fast Charge),,5065022450702,no-op,already aligned
EP40,EP40,EP40,sku-verbatim,100.0,REDBACK EP40 4.0AH BATTERY,Redback 40v/4Ah Lithium-Ion Battery | EP40,,6945372101174,no-op,already aligned
TG45SC,TG45SC,TG45SC,sku-verbatim,100.0,"SPECTRUM TG45SC PETROL SCARIFIER 2-IN-1, RECOIL START","Spectrum TG45SC Petrol Scarifier & Aerator — 223cc, 45cm, 2-in-1",,5061122340127,no-op,already aligned
TG45SC-E,TG45SC-E,TG45SC-E,sku-verbatim,100.0,"TG45SC-E PETROL SCARIFIER 2-IN-1, ELECTRIC KEY START","Spectrum TG45SC-E Petrol Scarifier & Aerator — 223cc, 45cm, Electric Key Start",,5061122340189,no-op,already aligned
TG480RTTR,TG480RTTR,TG480RTTR,sku-verbatim,100.0,SPECTRUM TG480RTTR REAR TINE CULTIVATOR,"Spectrum TG480RTTR Rear-Tine Petrol Cultivator — 211cc, 48cm Working Width",,5061122340196,no-op,already aligned
LPW1600,LPW1600,LPW1600,sku-verbatim,100.0,SPECTRUM LPW1600 ELECTRIC PRESSURE WASHER,"Spectrum LPW1600 Electric Pressure Washer — 1600W, 130 Bar",,5065022450726,no-op,already aligned
LPW2200,LPW2200,LPW2200,sku-verbatim,100.0,SPECTRUM LPW2200 ELECTRIC PRESSURE WASHER,"Spectrum LPW2200 Electric Pressure Washer — 2200W, 170 Bar, Cleaning Kit Included",,5065022450733,no-op,already aligned
TG561-SWT-AMZ,TG561-SWT-AMZ,TG561-SWT-AMZ,sku-verbatim,100.0,SPECTRUM TG561-SWT WHEELED TRIMMER - AMAZON FULFILLED,Spectrum TG561-SWT Self Propelled Wheeled Trimmer (Amazon),,5065022450511,no-op,already aligned
465774,465774,465774,sku-verbatim,100.0,MASPORT CONTRACTOR 625 AL LAWNMOWER,Masport Contractor 625 AL Hand-Propelled Petrol Lawnmower with Low-Vibration Handlebar,,,no-op,already aligned
457946,457946,457946,sku-verbatim,100.0,MASPORT ROTAROLA RRSP 22H SELF PROPELLED REAR ROLLER LAWM MOWER (HONDA ENGINE),Masport RRSP 22H Self-Propelled Petrol Rear-Roller Lawnmower (with Honda Engine),,,no-op,already aligned
100134O,100134O,100134O,sku-verbatim,100.0,CHIPPERFIELD 100134O SEAM WELDED MIXER DRUM - ORANGE,"Spectrum 100134O Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450740,no-op,already aligned
100134Y,100134Y,100134Y,sku-verbatim,100.0,CHIPPERFIELD 100134Y SEAM WELDED CONCRETE MIXER DRUM - YELLOW,"Spectrum  100134Y Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450764,no-op,already aligned
100134S,100134S,100134S,sku-verbatim,100.0,CHIPPERFIELD 100134S 2 PIECE PRESSED CONCRETE MIXER DRUM - SILVER,"Spectrum 100134S Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450771,no-op,already aligned
100134O-AMZ,100134O-AMZ,100134O-AMZ,sku-verbatim,100.0,CHIPPERFIELD 100134O SEAM WELDED MIXER DRUM - ORANGE (AMAZON),"Spectrum 100134O Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450740,no-op,already aligned
HCS870,HCS870,HCS870,sku-verbatim,100.0,CHIPPERFIELD HCS870 PETROL SCYTHE-BAR MOWER,"Chipperfield HCS870 Petrol Scythe-Bar Mower — 87cm, 196cc Loncin Engine",,5061122340295,no-op,already aligned
139PTIL-63C-RET,RAC139PTIL,139PTIL-63C-RET,tfidf+rapidfuzz,98.01,RACING 139PTIL63-C PETROL FRONT TINE TILLER - EX DEMO,Racing 139PTIL63 Petrol Front-Tine Tiller,,3661602011428,yes,no NumaSuite EAN
19052001,17338046,19052001,tfidf+rapidfuzz,68.56,"ROLLER HALF - FITS FEIDER 21"" ROLLER MODELS","Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 68.6 < 85.0
19157065,19158015,19157065,tfidf+rapidfuzz,70.58,BLADE               FITS FTDT4640(ES),Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 70.6 < 85.0
22301018,R210,22301018,tfidf+rapidfuzz,28.65,BELT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 28.6 < 85.0
232511610/16,STIG-EXT-SHAFT-226,232511610/16,tfidf+rapidfuzz,87.77,STIGA EXTENSION POLE FOR SPLIT SHAFT BRUSHTCUTTERS,Stiga Extension Pole for Split-Shaft Brushcutters | 232511610/16,,8008984783256,yes,no NumaSuite EAN
283321008/ST2,STIG-283321008/ST2,283321008/ST2,tfidf+rapidfuzz,100.0,STIGA BC 740 B PETROL BRUSHCUTTER,Stiga BC 740 B Petrol Brushcutter,,8008984853911,yes,no NumaSuite EAN
2T1210483/M25,MF-2T1210483/M25,2T1210483/M25,tfidf+rapidfuzz,89.33,MOUNTFIELD 1543H SD HYDROSTATIC LAWN AND GARDEN TRACTOR,Mountfield 1543H-SD Side-Discharge Lawn Tractor with Hydrostatic Drive,,8008984869127,yes,no NumaSuite EAN
5818430-01,STIG-SILEX-SNOW-BLADE,5818430-01,tfidf+rapidfuzz,55.07,GENUINE HUSQVARNA BLADE BOSS,Stiga Silex Snow-Blade Attachment | 290950050/10,,8008984585591,yes,no NumaSuite EAN; title score 55.1 < 85.0
799579,FAA008,799579,tfidf+rapidfuzz,92.97,BRIGGS AND STRATTON AIR FILTER,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN
B593934,ACC-DEFL-84CM,B593934,tfidf+rapidfuzz,43.72,STARTER MOTOR,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 43.7 < 85.0
BDDELCHARGES,SBSCSC,BDDELCHARGES,tfidf+rapidfuzz,44.41,CHARGES FOR VEHICLE CHARGES - MARCH 2024,Spectrum SBSCSC 40V Fast Battery Charger (2A),,5065022450696,yes,no NumaSuite EAN; title score 44.4 < 85.0
BDMARKETINGCHARGE,SBSCDC,BDMARKETINGCHARGE,tfidf+rapidfuzz,41.01,MARKETING CHARGES - SOCIAL MEDIA,Spectrum SBSCDC 40V Dual Battery Charger (2A Fast Charge),,5065022450702,yes,no NumaSuite EAN; title score 41.0 < 85.0
BOU009,BOU004,BOU009,tfidf+rapidfuzz,54.71,"JR BOU009 Replaces: Bosch WSR6F, Champion RCJ7Y, Denso W20MP-U, NGK BPMR7A, Torch L7RTC",Spark Plug - JR BOU004 ( Equivalent to NGK BPR5ES OR CHAMPION RN11YC),,3760011423515,yes,no NumaSuite EAN; title score 54.7 < 85.0
02071496,STIG-2F7062505/ST1,02071496,tfidf+rapidfuzz,72.65,DRIVE BELT,Stiga Gyro 500e ‘Drive-by-Wire’ Electric Battery-Powered Axial Ride-On Lawnmower,,8008984853089,yes,no NumaSuite EAN; title score 72.6 < 85.0
02071497,ACC-DEFL-84CM,02071497,tfidf+rapidfuzz,36.38,BELT - CUTTING                 (BELTA39),Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 36.4 < 85.0
0300010609,100134Y,0300010609,tfidf+rapidfuzz,34.52,SCREW,"Spectrum  100134Y Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450764,yes,no NumaSuite EAN; title score 34.5 < 85.0
0306030036,HAR004,0306030036,tfidf+rapidfuzz,78.19,HARNESS BELT,Quick-Release Brushcutter Shoulder-Harness for Left-Handers (Double)- JR HAR004,,,yes,no NumaSuite EAN; title score 78.2 < 85.0
0340040014,SVC-PUNCTURE-PREV,0340040014,tfidf+rapidfuzz,40.15,DON'T USE,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 40.1 < 85.0
04041450,STIG-278131808/St1,04041450,tfidf+rapidfuzz,59.57,CHAIN   FITS FTRT494,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 59.6 < 85.0
04121135,SIMP-1696909,04121135,tfidf+rapidfuzz,62.84,BLADES                  [FITS FBT70],Simplicity Mulch-Kit Inc. Eliminator®Blades - for SYT410 | 1696909,,0000000000000,yes,no NumaSuite EAN; title score 62.8 < 85.0
06541-VB5-A01,STIG-278131808/St1,06541-VB5-A01,tfidf+rapidfuzz,58.87,DRIVE CABLE -                                  FITS HRD536,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 58.9 < 85.0
092317,STIG-278131808/St1,092317,tfidf+rapidfuzz,57.09,FUEL CAP    FITS FRT7550M,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 57.1 < 85.0
1000,R210,1000,tfidf+rapidfuzz,31.36,DISPOSABLES,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 31.4 < 85.0
1011,ACC-DEFL-84CM,1011,tfidf+rapidfuzz,37.46,FRT75BS125 CUTTING BELT,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 37.5 < 85.0
1015CX,SEAL-LS520H,1015CX,tfidf+rapidfuzz,58.58,TROLLEY JACK 1.5 TONNE SHORT CHASSIS,Sealey LS520H Horizontal Electric Log-Splitter | 5-Tonne/2200w,,5051747384941,yes,no NumaSuite EAN; title score 58.6 < 85.0
106-8397,17338046,106-8397,tfidf+rapidfuzz,57.97,BATERY -                              FITS TORO RECYCLER 20797,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 58.0 < 85.0
11000118,RAC-2024000,11000118,tfidf+rapidfuzz,77.86,BATTERY TRAY,"Battery Charger - for Feider, Racing & Chipperfield Compact Ride-Ons | 20244000",,3664142304159,yes,no NumaSuite EAN; title score 77.9 < 85.0
11000121,AP-905270100,11000121,tfidf+rapidfuzz,58.92,WHEEL TRIM -                           TG46SE,Apache Sickle Bar Attachment – for P70 Two-Wheel Tractor,,0000000000000,yes,no NumaSuite EAN; title score 58.9 < 85.0
11000176,FMTB50,11000176,tfidf+rapidfuzz,62.63,FRONT PANEL -                             FITS TG51SE,Feider FMTB50 Petrol Front-Tine Tiller,,3661602030221,yes,no NumaSuite EAN; title score 62.6 < 85.0
11006-152,DAN-71901-924,11006-152,tfidf+rapidfuzz,60.38,GENUINE DANARM STAY,Danarm Side-Discharge Deflector – for 53cm 4-Wheeled & Roller Lawnmowers | 71901-924,,0000000000000,yes,no NumaSuite EAN; title score 60.4 < 85.0
11013-0752,JR-FAA001,11013-0752,tfidf+rapidfuzz,72.32,"KAWASAKI FR651V, FR691V, FS484V AIR FILTER",AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 72.3 < 85.0
11013-7046,SVC-PUNCTURE-PREV,11013-7046,tfidf+rapidfuzz,59.24,GENUINE KAWASKI PRE FILTER,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 59.2 < 85.0
110513,STIG-PIVOT-WHEELS-130H-SWEEPER,110513,tfidf+rapidfuzz,69.61,FRONT WHEEL BEARING     TORO,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 69.6 < 85.0
111-1150,2T2010483/M25,111-1150,tfidf+rapidfuzz,47.56,GENUINE HAYTER 41 CABLE VARIATOR,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 47.6 < 85.0
111-1151,CC-XM3ER53,111-1151,tfidf+rapidfuzz,55.36,GENUINE HAYTER 41 CLUTCH CABLE,Cub Cadet XM3ER53 3-in-1 Variable-Speed Petrol Lawnmower with Blade-Brake Clutch,,4008423891966,yes,no NumaSuite EAN; title score 55.4 < 85.0
1111-3038-01,19158015,1111-3038-01,tfidf+rapidfuzz,79.95,BLADE   FITS SP550,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 80.0 < 85.0
1111201WR,WS-1111201WR,1111201WR,tfidf+rapidfuzz,92.47,WILKINSON DIGGING FORK,Wilkinson Sword Carbon-Steel Digging Fork | 1111201WR,,,yes,no NumaSuite EAN
1111203WR,WS-1111114W,1111203WR,tfidf+rapidfuzz,93.22,WILKINSON BORDER FORK,Wilkinson Sword Stainless-Steel Border Fork | 1111114W,,5050581000338,yes,no NumaSuite EAN
1119216035/0,JR-ROU001,1119216035/0,tfidf+rapidfuzz,53.15,BEARING 6001 2RS (12 X 28 X 8),Lawnmower Spare Wheel 15cm-  JR Spares - Universal Fit with 3 x ring adapters 8-10-12-12.8mm JR-ROU001,,3760011422730,yes,no NumaSuite EAN; title score 53.1 < 85.0
112139100/0,TG45SC-E,112139100/0,tfidf+rapidfuzz,53.82,WOODRUFF KEY,"Spectrum TG45SC-E Petrol Scarifier & Aerator — 223cc, 45cm, Electric Key Start",,5061122340189,yes,no NumaSuite EAN; title score 53.8 < 85.0
112154220/0,R210,112154220/0,tfidf+rapidfuzz,37.69,FLANGED NUT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 37.7 < 85.0
112154330/0,WH20XT,112154330/0,tfidf+rapidfuzz,57.82,LOW SELF LOCKING NUT,HONDA WH20 Self Priming Water Pump,,,yes,no NumaSuite EAN; title score 57.8 < 85.0
112156602/0,OM-MAX-53-THX,112156602/0,tfidf+rapidfuzz,57.58,NUT - DECK HANGER,Oleo-Mac MAX 53-THX AllRoad ALU Self-Propelled Petrol Lawnmower with Aluminium Deck (Honda Engine),,8026619064037,yes,no NumaSuite EAN; title score 57.6 < 85.0
112293200/0,R210,112293200/0,tfidf+rapidfuzz,36.97,HEXAGON NUT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 37.0 < 85.0
112521350/0,FNHPT240,112521350/0,tfidf+rapidfuzz,81.65,WASHER M8,Feider FNHPT240 Petrol Pressure-Washer,,3661602026453,yes,no NumaSuite EAN; title score 81.7 < 85.0
112540260/0,FNHPT240,112540260/0,tfidf+rapidfuzz,60.82,INNER TOOTHED WASHER,Feider FNHPT240 Petrol Pressure-Washer,,3661602026453,yes,no NumaSuite EAN; title score 60.8 < 85.0
112608600/0,JR-CARB0001,112608600/0,tfidf+rapidfuzz,55.35,CIRCLIP D=12 UNI 7435 C60,FUEL PIPE INNER DIAMETER 6.35MM OUTER 12.7MM L30CM,,3760011420552,yes,no NumaSuite EAN; title score 55.4 < 85.0
112728300/0,R-RTN533,112728300/0,tfidf+rapidfuzz,55.41,SELF TAPPING SCREW,Racing 4660PL Self-Propelled Petrol Lawnmower,,3661602019479,yes,no NumaSuite EAN; title score 55.4 < 85.0
112728697/0,R-RTN533,112728697/0,tfidf+rapidfuzz,55.41,SELF TAPPING SCREW,Racing 4660PL Self-Propelled Petrol Lawnmower,,3661602019479,yes,no NumaSuite EAN; title score 55.4 < 85.0
112728903/0,BCH005,112728903/0,tfidf+rapidfuzz,63.35,DRIVE COVER SCREWS,Protective Cover for Snow Throwers- JR BCH005,,3760011424550,yes,no NumaSuite EAN; title score 63.4 < 85.0
112737450/0,100134Y,112737450/0,tfidf+rapidfuzz,34.52,SCREW,"Spectrum  100134Y Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450764,yes,no NumaSuite EAN; title score 34.5 < 85.0
1134-0433-00,ACC-DEFL-84CM,1134-0433-00,tfidf+rapidfuzz,35.38,MUFFLER GASKET,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 35.4 < 85.0
1134-4190-01,FST212-RTN,1134-4190-01,tfidf+rapidfuzz,36.98,GEARBOX FAN,Feider FST212 Petrol Lawn Scarifier - RTN,,3661602022424,yes,no NumaSuite EAN; title score 37.0 < 85.0
1134-9116-01,STIG-107CM-RUB-SCRAPER,1134-9116-01,tfidf+rapidfuzz,65.03,BLADE BAR ASSEMBLY 85C,Stiga Rubber Scraper Bar for 107cm Snow Blade | 13-3904-61,,7313321307714,yes,no NumaSuite EAN; title score 65.0 < 85.0
1134-9119-01,STIG-13-3917-61,1134-9119-01,tfidf+rapidfuzz,79.48,BLADE TIP KIT STIGA PARK,Stiga 120cm Snow-Blade Attachment for Park Front-Cut Ride-On Mowers | 13-3917-61,,,yes,no NumaSuite EAN; title score 79.5 < 85.0
1134-9130-01,STIG-13-3917-61,1134-9130-01,tfidf+rapidfuzz,79.48,BLADE TIP KIT STIGA PARK,Stiga 120cm Snow-Blade Attachment for Park Front-Cut Ride-On Mowers | 13-3917-61,,,yes,no NumaSuite EAN; title score 79.5 < 85.0
1134-9172-01,STIG-2F7062505/ST1,1134-9172-01,tfidf+rapidfuzz,63.66,PTO DRIVE BELT,Stiga Gyro 500e ‘Drive-by-Wire’ Electric Battery-Powered Axial Ride-On Lawnmower,,8008984853089,yes,no NumaSuite EAN; title score 63.7 < 85.0
1134-9220-01,JR-LTD0008,1134-9220-01,tfidf+rapidfuzz,60.23,"WINGED BLADE 84CM/30"" (BLADE PACK)""",BLADE 81004115/0 81004116/0 L330MM B18.3 SPACING 45MM,,3760011422488,yes,no NumaSuite EAN; title score 60.2 < 85.0
1134-9225-01,MF-Mulch-Plug-299900374/0,1134-9225-01,tfidf+rapidfuzz,76.47,"MULCHING BLADE 98CM/38"" [STIGA PACK]""",Mountfield/Stiga Mulching Kit with Blades - for 98cm Rear-Collect Tractors | 299900374/0,,8008984510081,yes,no NumaSuite EAN; title score 76.5 < 85.0
1134-9226-01,STIG-TITAN-PLOUGH-13-7938-11,1134-9226-01,tfidf+rapidfuzz,57.14,"WINGED BLADE 98CM/38""""",Stiga Titan 140H Snow Plough Blade (13-7938-11),,7313321307097,yes,no NumaSuite EAN; title score 57.1 < 85.0
1134-9228-01,AGFA-45-0294,1134-9228-01,tfidf+rapidfuzz,60.65,"WINGED BLKADE 102CM/40"" PACK""",Agri-Fab 102cm Spring-Tine Dethatcher | 45-0294,,,yes,no NumaSuite EAN; title score 60.6 < 85.0
1134-9231-01,MF-299900346/0,1134-9231-01,tfidf+rapidfuzz,72.08,MULCHING BLADE 108CM/ 43 PACK,Mountfield/Stiga Mulching Plug – for 108cm Side-Discharge Tractors | 299900346/0,,8008984632561,yes,no NumaSuite EAN; title score 72.1 < 85.0
1134-9245-01,Park700WX_110Combi,1134-9245-01,tfidf+rapidfuzz,61.48,PTO BELT [4WD PARK 100CD],Stiga Park 700 WX 4WD V-Twin Front-Cut Ride-On Lawnmower Including Combi Pro 110 QF Deck,,8008984852785,yes,no NumaSuite EAN; title score 61.5 < 85.0
1134-9250-01,MF-182180091/0,1134-9250-01,tfidf+rapidfuzz,91.63,MOUNTFIELD/STIGA/ATCO BATTERY CHARGER FOR RIDE-ONS,Mountfield/Stiga Battery Charger for Ride-Ons & Tractor Mowers |  1134-9250-01,,7313324007543,yes,no NumaSuite EAN
1137-0914-01,SBSCBC,1137-0914-01,tfidf+rapidfuzz,41.26,TANK BRACKET,Spectrum SBSCBC 40V Standard Battery Charger (0.5A),,5065022450719,yes,no NumaSuite EAN; title score 41.3 < 85.0
1143114,R210,1143114,tfidf+rapidfuzz,28.65,BELT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 28.6 < 85.0
114366134/0,FST212-RTN,114366134/0,tfidf+rapidfuzz,38.45,LABEL - ADJUST LEVER,Feider FST212 Petrol Lawn Scarifier - RTN,,3661602022424,yes,no NumaSuite EAN; title score 38.4 < 85.0
1145112,19158015,1145112,tfidf+rapidfuzz,55.04,BELT FITS FTDTR4870,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.0 < 85.0
1148112,19158015,1148112,tfidf+rapidfuzz,57.68,BELT FITS FTDTR5220ES,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 57.7 < 85.0
1149147,GW-GD60LM46SP,1149147,tfidf+rapidfuzz,74.77,PULLEY - VARIABLE SPEED IDLER,Greenworks GD60LM46SP 60v/46cm DigiPro 4-in-1 Self-Propelled Variable-Speed Cordless Lawnmower (Machine Only),,6952909015606,yes,no NumaSuite EAN; title score 74.8 < 85.0
115-4669,R210,115-4669,tfidf+rapidfuzz,45.19,GENUINE TORO BELT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 45.2 < 85.0
1159,AP-985000000,1159,tfidf+rapidfuzz,63.08,BRIGGS & STRATTON CARBURETTOR DIAPHRAGM & GASKET KIT,Apache RTT3 Two-Wheel Rear-Tine Rotary Cultivator (Briggs & Stratton Engine),,8025004012967,yes,no NumaSuite EAN; title score 63.1 < 85.0
1162,FAA008,1162,tfidf+rapidfuzz,63.85,BRIGGS & STRATTON SPRING & CLASSIC PRIMER BULB,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 63.9 < 85.0
118120064/0,274014004/ST1,118120064/0,tfidf+rapidfuzz,83.09,BATTERY 12V 4AH,Stiga E440 48v/4Ah ePower Lithium-Ion Battery 274014004/ST1,,8008984866775,yes,no NumaSuite EAN; title score 83.1 < 85.0
118120068/0,MF-182180091/0,118120068/0,tfidf+rapidfuzz,65.63,BATTERY 12V 18AH LEAD ACID STIGA,Mountfield/Stiga Battery Charger for Ride-Ons & Tractor Mowers |  1134-9250-01,,7313324007543,yes,no NumaSuite EAN; title score 65.6 < 85.0
